Response ID,Survey date,Region,Branch,Staff member,Staff role,Interaction type,Behaviour item order,Behaviour statement,Behaviour score,Behaviour agreement rating,Behaviour agreement group,NPS score,NPS group,Satisfaction score,Satisfaction group,Dataset label,Low-volume warning flag
VOM-SYN-0147,2026-06-20,Fraser Valley,Branch E,Staff J,Member Service Representative,Service,4,"They were patient, respectful, and had a positive attitude.",3,Neither agree nor disagree,Neutral,6,Detractor,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0147,2026-06-20,Fraser Valley,Branch E,Staff J,Member Service Representative,Service,5,They were knowledgeable and clear in this interaction.,5,Strongly agree,Agree,6,Detractor,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0147,2026-06-20,Fraser Valley,Branch E,Staff J,Member Service Representative,Service,6,They made it easy for me to get what I needed.,4,Somewhat agree,Agree,6,Detractor,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0043,2026-04-22,Metro North,Branch A,Staff A,Member Service Representative,Service,1,They acknowledged me when I arrived (whether at the wicket or upon entry).,4,Somewhat agree,Agree,10,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0043,2026-04-22,Metro North,Branch A,Staff A,Member Service Representative,Service,2,They listened carefully and confirmed their understanding of my request.,4,Somewhat agree,Agree,10,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0043,2026-04-22,Metro North,Branch A,Staff A,Member Service Representative,Service,3,"They either addressed my request during this visit, or clearly explained the next steps.",4,Somewhat agree,Agree,10,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0043,2026-04-22,Metro North,Branch A,Staff A,Member Service Representative,Service,4,"They were patient, respectful, and had a positive attitude.",4,Somewhat agree,Agree,10,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0043,2026-04-22,Metro North,Branch A,Staff A,Member Service Representative,Service,5,They were knowledgeable and clear in this interaction.,5,Strongly agree,Agree,10,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0043,2026-04-22,Metro North,Branch A,Staff A,Member Service Representative,Service,6,They made it easy for me to get what I needed.,5,Strongly agree,Agree,10,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0127,2026-06-11,Metro North,Branch B,Staff C,Member Service Representative,Service,1,They acknowledged me when I arrived (whether at the wicket or upon entry).,4,Somewhat agree,Agree,10,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0127,2026-06-11,Metro North,Branch B,Staff C,Member Service Representative,Service,2,They listened carefully and confirmed their understanding of my request.,5,Strongly agree,Agree,10,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0127,2026-06-11,Metro North,Branch B,Staff C,Member Service Representative,Service,3,"They either addressed my request during this visit, or clearly explained the next steps.",5,Strongly agree,Agree,10,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0127,2026-06-11,Metro North,Branch B,Staff C,Member Service Representative,Service,4,"They were patient, respectful, and had a positive attitude.",5,Strongly agree,Agree,10,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0127,2026-06-11,Metro North,Branch B,Staff C,Member Service Representative,Service,5,They were knowledgeable and clear in this interaction.,4,Somewhat agree,Agree,10,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0127,2026-06-11,Metro North,Branch B,Staff C,Member Service Representative,Service,6,They made it easy for me to get what I needed.,5,Strongly agree,Agree,10,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0078,2026-05-18,Metro South,Branch C,Staff E,Member Service Representative,Service,1,They acknowledged me when I arrived (whether at the wicket or upon entry).,2,Somewhat disagree,Disagree,7,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0078,2026-05-18,Metro South,Branch C,Staff E,Member Service Representative,Service,2,They listened carefully and confirmed their understanding of my request.,2,Somewhat disagree,Disagree,7,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0078,2026-05-18,Metro South,Branch C,Staff E,Member Service Representative,Service,3,"They either addressed my request during this visit, or clearly explained the next steps.",3,Neither agree nor disagree,Neutral,7,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0078,2026-05-18,Metro South,Branch C,Staff E,Member Service Representative,Service,4,"They were patient, respectful, and had a positive attitude.",3,Neither agree nor disagree,Neutral,7,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0078,2026-05-18,Metro South,Branch C,Staff E,Member Service Representative,Service,5,They were knowledgeable and clear in this interaction.,2,Somewhat disagree,Disagree,7,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0078,2026-05-18,Metro South,Branch C,Staff E,Member Service Representative,Service,6,They made it easy for me to get what I needed.,2,Somewhat disagree,Disagree,7,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0018,2026-04-09,Metro North,Branch A,Staff B,Member Service Representative,Service,1,They acknowledged me when I arrived (whether at the wicket or upon entry).,3,Neither agree nor disagree,Neutral,7,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0018,2026-04-09,Metro North,Branch A,Staff B,Member Service Representative,Service,2,They listened carefully and confirmed their understanding of my request.,2,Somewhat disagree,Disagree,7,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0018,2026-04-09,Metro North,Branch A,Staff B,Member Service Representative,Service,3,"They either addressed my request during this visit, or clearly explained the next steps.",3,Neither agree nor disagree,Neutral,7,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0018,2026-04-09,Metro North,Branch A,Staff B,Member Service Representative,Service,4,"They were patient, respectful, and had a positive attitude.",3,Neither agree nor disagree,Neutral,7,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0018,2026-04-09,Metro North,Branch A,Staff B,Member Service Representative,Service,5,They were knowledgeable and clear in this interaction.,2,Somewhat disagree,Disagree,7,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0018,2026-04-09,Metro North,Branch A,Staff B,Member Service Representative,Service,6,They made it easy for me to get what I needed.,3,Neither agree nor disagree,Neutral,7,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0030,2026-04-15,Metro South,Branch D,Staff H,Member Service Representative,Service,1,They acknowledged me when I arrived (whether at the wicket or upon entry).,5,Strongly agree,Agree,8,Passive,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0030,2026-04-15,Metro South,Branch D,Staff H,Member Service Representative,Service,2,They listened carefully and confirmed their understanding of my request.,5,Strongly agree,Agree,8,Passive,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0030,2026-04-15,Metro South,Branch D,Staff H,Member Service Representative,Service,3,"They either addressed my request during this visit, or clearly explained the next steps.",4,Somewhat agree,Agree,8,Passive,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0030,2026-04-15,Metro South,Branch D,Staff H,Member Service Representative,Service,4,"They were patient, respectful, and had a positive attitude.",3,Neither agree nor disagree,Neutral,8,Passive,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0030,2026-04-15,Metro South,Branch D,Staff H,Member Service Representative,Service,5,They were knowledgeable and clear in this interaction.,5,Strongly agree,Agree,8,Passive,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0030,2026-04-15,Metro South,Branch D,Staff H,Member Service Representative,Service,6,They made it easy for me to get what I needed.,4,Somewhat agree,Agree,8,Passive,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0009,2026-04-05,Metro North,Branch A,Staff A,Member Service Representative,Service,1,They acknowledged me when I arrived (whether at the wicket or upon entry).,4,Somewhat agree,Agree,10,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0009,2026-04-05,Metro North,Branch A,Staff A,Member Service Representative,Service,2,They listened carefully and confirmed their understanding of my request.,4,Somewhat agree,Agree,10,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0009,2026-04-05,Metro North,Branch A,Staff A,Member Service Representative,Service,3,"They either addressed my request during this visit, or clearly explained the next steps.",4,Somewhat agree,Agree,10,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0009,2026-04-05,Metro North,Branch A,Staff A,Member Service Representative,Service,4,"They were patient, respectful, and had a positive attitude.",4,Somewhat agree,Agree,10,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0009,2026-04-05,Metro North,Branch A,Staff A,Member Service Representative,Service,5,They were knowledgeable and clear in this interaction.,4,Somewhat agree,Agree,10,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0009,2026-04-05,Metro North,Branch A,Staff A,Member Service Representative,Service,6,They made it easy for me to get what I needed.,4,Somewhat agree,Agree,10,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0097,2026-05-29,Fraser Valley,Branch E,Staff I,Member Service Representative,Service,1,They acknowledged me when I arrived (whether at the wicket or upon entry).,2,Somewhat disagree,Disagree,5,Detractor,2,Dissatisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0097,2026-05-29,Fraser Valley,Branch E,Staff I,Member Service Representative,Service,2,They listened carefully and confirmed their understanding of my request.,3,Neither agree nor disagree,Neutral,5,Detractor,2,Dissatisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0097,2026-05-29,Fraser Valley,Branch E,Staff I,Member Service Representative,Service,3,"They either addressed my request during this visit, or clearly explained the next steps.",1,Strongly disagree,Disagree,5,Detractor,2,Dissatisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0097,2026-05-29,Fraser Valley,Branch E,Staff I,Member Service Representative,Service,4,"They were patient, respectful, and had a positive attitude.",2,Somewhat disagree,Disagree,5,Detractor,2,Dissatisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0097,2026-05-29,Fraser Valley,Branch E,Staff I,Member Service Representative,Service,5,They were knowledgeable and clear in this interaction.,3,Neither agree nor disagree,Neutral,5,Detractor,2,Dissatisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0097,2026-05-29,Fraser Valley,Branch E,Staff I,Member Service Representative,Service,6,They made it easy for me to get what I needed.,1,Strongly disagree,Disagree,5,Detractor,2,Dissatisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0134,2026-06-15,Metro North,Branch A,Staff A,Member Service Representative,Service,1,They acknowledged me when I arrived (whether at the wicket or upon entry).,3,Neither agree nor disagree,Neutral,7,Passive,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0134,2026-06-15,Metro North,Branch A,Staff A,Member Service Representative,Service,2,They listened carefully and confirmed their understanding of my request.,4,Somewhat agree,Agree,7,Passive,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0134,2026-06-15,Metro North,Branch A,Staff A,Member Service Representative,Service,3,"They either addressed my request during this visit, or clearly explained the next steps.",4,Somewhat agree,Agree,7,Passive,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0134,2026-06-15,Metro North,Branch A,Staff A,Member Service Representative,Service,4,"They were patient, respectful, and had a positive attitude.",5,Strongly agree,Agree,7,Passive,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0134,2026-06-15,Metro North,Branch A,Staff A,Member Service Representative,Service,5,They were knowledgeable and clear in this interaction.,5,Strongly agree,Agree,7,Passive,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0134,2026-06-15,Metro North,Branch A,Staff A,Member Service Representative,Service,6,They made it easy for me to get what I needed.,5,Strongly agree,Agree,7,Passive,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0035,2026-04-17,Metro North,Branch B,Staff C,Member Service Representative,Service,1,They acknowledged me when I arrived (whether at the wicket or upon entry).,4,Somewhat agree,Agree,10,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0035,2026-04-17,Metro North,Branch B,Staff C,Member Service Representative,Service,2,They listened carefully and confirmed their understanding of my request.,4,Somewhat agree,Agree,10,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0035,2026-04-17,Metro North,Branch B,Staff C,Member Service Representative,Service,3,"They either addressed my request during this visit, or clearly explained the next steps.",3,Neither agree nor disagree,Neutral,10,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0035,2026-04-17,Metro North,Branch B,Staff C,Member Service Representative,Service,4,"They were patient, respectful, and had a positive attitude.",4,Somewhat agree,Agree,10,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0035,2026-04-17,Metro North,Branch B,Staff C,Member Service Representative,Service,5,They were knowledgeable and clear in this interaction.,4,Somewhat agree,Agree,10,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0035,2026-04-17,Metro North,Branch B,Staff C,Member Service Representative,Service,6,They made it easy for me to get what I needed.,4,Somewhat agree,Agree,10,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0014,2026-04-06,Metro North,Branch A,Staff A,Member Service Representative,Service,1,They acknowledged me when I arrived (whether at the wicket or upon entry).,4,Somewhat agree,Agree,10,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0014,2026-04-06,Metro North,Branch A,Staff A,Member Service Representative,Service,2,They listened carefully and confirmed their understanding of my request.,5,Strongly agree,Agree,10,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0014,2026-04-06,Metro North,Branch A,Staff A,Member Service Representative,Service,3,"They either addressed my request during this visit, or clearly explained the next steps.",4,Somewhat agree,Agree,10,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0014,2026-04-06,Metro North,Branch A,Staff A,Member Service Representative,Service,4,"They were patient, respectful, and had a positive attitude.",4,Somewhat agree,Agree,10,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0014,2026-04-06,Metro North,Branch A,Staff A,Member Service Representative,Service,5,They were knowledgeable and clear in this interaction.,4,Somewhat agree,Agree,10,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0014,2026-04-06,Metro North,Branch A,Staff A,Member Service Representative,Service,6,They made it easy for me to get what I needed.,4,Somewhat agree,Agree,10,Promoter,4,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0019,2026-04-09,Fraser Valley,Branch E,Staff J,Member Service Representative,Service,1,They acknowledged me when I arrived (whether at the wicket or upon entry).,5,Strongly agree,Agree,9,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0019,2026-04-09,Fraser Valley,Branch E,Staff J,Member Service Representative,Service,2,They listened carefully and confirmed their understanding of my request.,5,Strongly agree,Agree,9,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0019,2026-04-09,Fraser Valley,Branch E,Staff J,Member Service Representative,Service,3,"They either addressed my request during this visit, or clearly explained the next steps.",5,Strongly agree,Agree,9,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0019,2026-04-09,Fraser Valley,Branch E,Staff J,Member Service Representative,Service,4,"They were patient, respectful, and had a positive attitude.",5,Strongly agree,Agree,9,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0019,2026-04-09,Fraser Valley,Branch E,Staff J,Member Service Representative,Service,5,They were knowledgeable and clear in this interaction.,5,Strongly agree,Agree,9,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0019,2026-04-09,Fraser Valley,Branch E,Staff J,Member Service Representative,Service,6,They made it easy for me to get what I needed.,4,Somewhat agree,Agree,9,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0092,2026-05-26,Metro North,Branch A,Staff B,Member Service Representative,Service,1,They acknowledged me when I arrived (whether at the wicket or upon entry).,2,Somewhat disagree,Disagree,5,Detractor,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0092,2026-05-26,Metro North,Branch A,Staff B,Member Service Representative,Service,2,They listened carefully and confirmed their understanding of my request.,4,Somewhat agree,Agree,5,Detractor,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0092,2026-05-26,Metro North,Branch A,Staff B,Member Service Representative,Service,3,"They either addressed my request during this visit, or clearly explained the next steps.",2,Somewhat disagree,Disagree,5,Detractor,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0092,2026-05-26,Metro North,Branch A,Staff B,Member Service Representative,Service,4,"They were patient, respectful, and had a positive attitude.",4,Somewhat agree,Agree,5,Detractor,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0092,2026-05-26,Metro North,Branch A,Staff B,Member Service Representative,Service,5,They were knowledgeable and clear in this interaction.,3,Neither agree nor disagree,Neutral,5,Detractor,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0092,2026-05-26,Metro North,Branch A,Staff B,Member Service Representative,Service,6,They made it easy for me to get what I needed.,3,Neither agree nor disagree,Neutral,5,Detractor,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0021,2026-04-11,Metro South,Branch C,Staff F,Member Service Representative,Service,1,They acknowledged me when I arrived (whether at the wicket or upon entry).,2,Somewhat disagree,Disagree,5,Detractor,2,Dissatisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0021,2026-04-11,Metro South,Branch C,Staff F,Member Service Representative,Service,2,They listened carefully and confirmed their understanding of my request.,3,Neither agree nor disagree,Neutral,5,Detractor,2,Dissatisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0021,2026-04-11,Metro South,Branch C,Staff F,Member Service Representative,Service,3,"They either addressed my request during this visit, or clearly explained the next steps.",2,Somewhat disagree,Disagree,5,Detractor,2,Dissatisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0021,2026-04-11,Metro South,Branch C,Staff F,Member Service Representative,Service,4,"They were patient, respectful, and had a positive attitude.",2,Somewhat disagree,Disagree,5,Detractor,2,Dissatisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0021,2026-04-11,Metro South,Branch C,Staff F,Member Service Representative,Service,5,They were knowledgeable and clear in this interaction.,2,Somewhat disagree,Disagree,5,Detractor,2,Dissatisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0021,2026-04-11,Metro South,Branch C,Staff F,Member Service Representative,Service,6,They made it easy for me to get what I needed.,2,Somewhat disagree,Disagree,5,Detractor,2,Dissatisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0039,2026-04-20,Metro North,Branch A,Staff O,Financial Services Advisor,Advice,1,They contacted me in advance to prepare for the appointment.,4,Somewhat agree,Agree,10,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0039,2026-04-20,Metro North,Branch A,Staff O,Financial Services Advisor,Advice,2,They listened carefully and confirmed their understanding of my needs.,4,Somewhat agree,Agree,10,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0039,2026-04-20,Metro North,Branch A,Staff O,Financial Services Advisor,Advice,3,They tailored their advice to my financial goals and situation.,5,Strongly agree,Agree,10,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0039,2026-04-20,Metro North,Branch A,Staff O,Financial Services Advisor,Advice,4,"They addressed what I came in for, or clearly explained next steps.",5,Strongly agree,Agree,10,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0039,2026-04-20,Metro North,Branch A,Staff O,Financial Services Advisor,Advice,5,They were knowledgeable and clear in this interaction.,5,Strongly agree,Agree,10,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0039,2026-04-20,Metro North,Branch A,Staff O,Financial Services Advisor,Advice,6,They made me feel recognized and genuinely cared for.,5,Strongly agree,Agree,10,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0039,2026-04-20,Metro North,Branch A,Staff O,Financial Services Advisor,Advice,7,They made it easy for me to get what I needed.,5,Strongly agree,Agree,10,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0145,2026-06-19,Fraser Valley,Branch F,Staff T,Financial Services Advisor,Advice,1,They contacted me in advance to prepare for the appointment.,2,Somewhat disagree,Disagree,8,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0145,2026-06-19,Fraser Valley,Branch F,Staff T,Financial Services Advisor,Advice,2,They listened carefully and confirmed their understanding of my needs.,3,Neither agree nor disagree,Neutral,8,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0145,2026-06-19,Fraser Valley,Branch F,Staff T,Financial Services Advisor,Advice,3,They tailored their advice to my financial goals and situation.,2,Somewhat disagree,Disagree,8,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0145,2026-06-19,Fraser Valley,Branch F,Staff T,Financial Services Advisor,Advice,4,"They addressed what I came in for, or clearly explained next steps.",3,Neither agree nor disagree,Neutral,8,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0145,2026-06-19,Fraser Valley,Branch F,Staff T,Financial Services Advisor,Advice,5,They were knowledgeable and clear in this interaction.,2,Somewhat disagree,Disagree,8,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0145,2026-06-19,Fraser Valley,Branch F,Staff T,Financial Services Advisor,Advice,6,They made me feel recognized and genuinely cared for.,4,Somewhat agree,Agree,8,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0145,2026-06-19,Fraser Valley,Branch F,Staff T,Financial Services Advisor,Advice,7,They made it easy for me to get what I needed.,3,Neither agree nor disagree,Neutral,8,Passive,3,Neutral,Illustrative synthetic data — not actual results,No
VOM-SYN-0117,2026-06-07,Fraser Valley,Branch F,Staff T,Financial Services Advisor,Advice,1,They contacted me in advance to prepare for the appointment.,5,Strongly agree,Agree,10,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0117,2026-06-07,Fraser Valley,Branch F,Staff T,Financial Services Advisor,Advice,2,They listened carefully and confirmed their understanding of my needs.,5,Strongly agree,Agree,10,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0117,2026-06-07,Fraser Valley,Branch F,Staff T,Financial Services Advisor,Advice,3,They tailored their advice to my financial goals and situation.,5,Strongly agree,Agree,10,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0117,2026-06-07,Fraser Valley,Branch F,Staff T,Financial Services Advisor,Advice,4,"They addressed what I came in for, or clearly explained next steps.",4,Somewhat agree,Agree,10,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0117,2026-06-07,Fraser Valley,Branch F,Staff T,Financial Services Advisor,Advice,5,They were knowledgeable and clear in this interaction.,4,Somewhat agree,Agree,10,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0117,2026-06-07,Fraser Valley,Branch F,Staff T,Financial Services Advisor,Advice,6,They made me feel recognized and genuinely cared for.,5,Strongly agree,Agree,10,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0117,2026-06-07,Fraser Valley,Branch F,Staff T,Financial Services Advisor,Advice,7,They made it easy for me to get what I needed.,5,Strongly agree,Agree,10,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,No
VOM-SYN-0031,2026-04-15,Metro North,Branch B,Staff P,Financial Services Advisor,Advice,1,They contacted me in advance to prepare for the appointment.,4,Somewhat agree,Agree,9,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,Yes
VOM-SYN-0031,2026-04-15,Metro North,Branch B,Staff P,Financial Services Advisor,Advice,2,They listened carefully and confirmed their understanding of my needs.,5,Strongly agree,Agree,9,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,Yes
VOM-SYN-0031,2026-04-15,Metro North,Branch B,Staff P,Financial Services Advisor,Advice,3,They tailored their advice to my financial goals and situation.,5,Strongly agree,Agree,9,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,Yes
VOM-SYN-0031,2026-04-15,Metro North,Branch B,Staff P,Financial Services Advisor,Advice,4,"They addressed what I came in for, or clearly explained next steps.",5,Strongly agree,Agree,9,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,Yes
VOM-SYN-0031,2026-04-15,Metro North,Branch B,Staff P,Financial Services Advisor,Advice,5,They were knowledgeable and clear in this interaction.,4,Somewhat agree,Agree,9,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,Yes
VOM-SYN-0031,2026-04-15,Metro North,Branch B,Staff P,Financial Services Advisor,Advice,6,They made me feel recognized and genuinely cared for.,5,Strongly agree,Agree,9,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,Yes
VOM-SYN-0031,2026-04-15,Metro North,Branch B,Staff P,Financial Services Advisor,Advice,7,They made it easy for me to get what I needed.,4,Somewhat agree,Agree,9,Promoter,5,Satisfied,Illustrative synthetic data — not actual results,Yes
VOM-SYN-0048,2026-04-28,Metro South,Branch C,Staff Q,Financial Services Advisor,Advice,1,They contacted me in advance to prepare for the appointment.,4,Somewhat agree,Agree,7,Passive,4,Satisfied,Illustrative synthetic data — not actual results,Yes
VOM-SYN-0048,2026-04-28,Metro South,Branch C,Staff Q,Financial Services Advisor,Advice,2,They listened carefully and confirmed their understanding of my needs.,3,Neither agree nor disagree,Neutral,7,Passive,4,Satisfied,Illustrative synthetic data — not actual results,Yes
VOM-SYN-0048,2026-04-28,Metro South,Branch C,Staff Q,Financial Services Advisor,Advice,3,They tailored their advice to my financial goals and situation.,5,Strongly agree,Agree,7,Passive,4,Satisfied,Illustrative synthetic data — not actual results,Yes
VOM-SYN-0048,2026-04-28,Metro South,Branch C,Staff Q,Financial Services Advisor,Advice,4,"They addressed what I came in for, or clearly explained next steps.",4,Somewhat agree,Agree,7,Passive,4,Satisfied,Illustrative synthetic data — not actual results,Yes
VOM-SYN-0048,2026-04-28,Metro South,Branch C,Staff Q,Financial Services Advisor,Advice,5,They were knowledgeable and clear in this interaction.,4,Somewhat agree,Agree,7,Passive,4,Satisfied,Illustrative synthetic data — not actual results,Yes
VOM-SYN-0048,2026-04-28,Metro South,Branch C,Staff Q,Financial Services Advisor,Advice,6,They made me feel recognized and genuinely cared for.,3,Neither agree nor disagree,Neutral,7,Passive,4,Satisfied,Illustrative synthetic data — not actual results,Yes
VOM-SYN-0048,2026-04-28,Metro South,Branch C,Staff Q,Financial Services Advisor,Advice,7,They made it easy for me to get what I needed.,4,Somewhat agree,Agree,7,Passive,4,Satisfied,Illustrative synthetic data — not actual results,Yes
VOM-SYN-0020,2026-04-10,Island & Coastal,Branch H,Staff V,Financial Services Advisor,Advice,1,They contacted me in advance to prepare for the appointment.,4,Somewhat agree,Agree,7,Passive,4,Satisfied,Illustrative synthetic data — not actual results,Yes
VOM-SYN-0020,2026-04-10,Island & Coastal,Branch H,Staff V,Financial Services Advisor,Advice,2,They listened carefully and confirmed their understanding of my needs.,5,Strongly agree,Agree,7,Passive,4,Satisfied,Illustrative synthetic data — not actual results,Yes
VOM-SYN-0020,2026-04-10,Island & Coastal,Branch H,Staff V,Financial Services Advisor,Advice,3,They tailored their advice to my financial goals and situation.,4,Somewhat agree,Agree,7,Passive,4,Satisfied,Illustrative synthetic data — not actual results,Yes
VOM-SYN-0020,2026-04-10,Island & Coastal,Branch H,Staff V,Financial Services Advisor,Advice,4,"They addressed what I came in for, or clearly explained next steps.",5,Strongly agree,Agree,7,Passive,4,Satisfied,Illustrative synthetic data — not actual results,Yes
